Type	error	Date	PC Time	 gps time	 latitude	 longitude	 equ temp	std val	 CO2 mv	 CO2 um/m	 H2O mv	 H2O mm/m	 licor temp	 licor press	 atm press	 equ press	 H2O flow	 licor flow	 equ pump	 vent flow	 atm cond	 equ cond	 drip 1	 drip 2	 cond temp	 dry box temp	 deck box temp	pres	temp	cond	O2(%sat)	O2(ppm)	pH	eH	temp2	TSG temp	TSG salt	intake temp	Ch conc	Ch temp	Intake Temp
EQU	0	04/09/09	03:51:49	03:51:53	-34.1170	15.8324	17.62	NaN	8297231.00	408.01	12242182.00	0.00	31.44	1013.89	1014.34	-0.61	2.31	112.93	11.00	-55.74	9.92	9.91	9.93	0.62	6.25	25.12	22.99	0.34	17.587	46.289	109.4	10.42	7.756	63.7	-38.583	NaN	NaN	NaN	-0.024	0.0	16.9239
EQU	0	04/09/09	03:53:02	03:53:06	-34.1174	15.8283	17.63	NaN	8518353.00	407.44	11931739.00	0.00	31.44	1013.82	1015.08	0.78	2.32	143.16	11.00	-55.74	9.92	9.91	9.93	0.62	6.19	25.12	22.99	0.33	17.591	46.295	109.4	10.42	7.755	63.7	-38.583	NaN	NaN	NaN	-0.018	0.0	16.9252
EQU	0	04/09/09	03:54:15	03:54:19	-34.1177	15.8242	17.63	NaN	8404905.00	406.39	12141485.00	0.00	31.44	1014.12	1015.07	0.58	2.31	119.44	11.00	-55.74	9.92	9.91	9.93	0.62	6.25	25.12	23.09	0.28	17.588	46.290	109.4	10.42	7.756	63.5	-38.583	NaN	NaN	NaN	-0.018	0.0	16.9345
EQU	0	04/09/09	03:55:28	03:55:32	-34.1181	15.8199	17.63	NaN	8374346.00	406.42	12164502.00	0.00	31.44	1014.01	1014.88	0.21	2.32	134.20	11.00	-55.73	9.92	9.91	9.93	0.62	6.25	25.12	23.09	0.28	17.588	46.291	109.4	10.42	7.756	63.4	-38.583	NaN	NaN	NaN	-0.016	0.0	16.9264
EQU	0	04/09/09	03:56:42	03:56:46	-34.1186	15.8155	17.63	NaN	8423424.00	406.87	12220951.00	0.00	31.43	1013.93	1014.92	-0.22	2.31	111.52	11.00	-55.73	9.92	9.91	9.93	0.62	6.19	25.12	23.09	0.34	17.593	46.293	109.4	10.42	7.756	63.5	-38.583	NaN	NaN	NaN	-0.018	0.0	16.9275
EQU	0	04/09/09	03:57:55	03:57:59	-34.1190	15.8111	17.63	NaN	8407020.00	407.59	12088527.00	0.00	31.43	1014.00	1015.19	0.68	2.32	128.31	11.00	-55.73	9.92	9.91	9.93	0.62	6.25	25.12	23.09	0.32	17.589	46.291	109.4	10.42	7.756	63.6	-38.583	NaN	NaN	NaN	-0.017	0.0	16.9283
EQU	0	04/09/09	03:59:08	03:59:12	-34.1195	15.8068	17.63	NaN	8381509.00	408.62	12169591.00	0.00	31.43	1014.00	1014.85	0.11	2.31	142.70	11.00	-55.74	9.92	9.91	9.93	0.62	6.25	25.12	23.09	0.32	17.592	46.296	109.4	10.42	7.756	63.7	-38.583	NaN	NaN	NaN	-0.017	0.0	16.9290
EQU	0	04/09/09	04:00:21	04:00:25	-34.1198	15.8024	17.63	NaN	8475367.00	409.02	12047472.00	0.00	31.43	1013.93	1015.02	0.29	2.29	116.12	11.00	-55.75	9.92	9.91	9.93	0.62	6.19	25.06	23.09	0.30	17.587	46.290	109.4	10.43	7.756	63.8	-38.583	NaN	NaN	NaN	-0.015	0.0	16.9275
EQU	0	04/09/09	04:01:35	04:01:39	-34.1203	15.7980	17.63	NaN	8488027.00	408.02	11978724.00	0.00	31.43	1013.89	1015.00	0.53	2.31	141.79	11.00	-55.75	9.92	9.91	9.93	0.62	6.25	25.12	23.09	0.33	17.593	46.295	109.5	10.43	7.756	64.0	-38.583	NaN	NaN	NaN	-0.014	0.0	16.9250
EQU-DRAIN	0	04/09/09	04:02:48	04:02:52	-34.1208	15.7936	17.63	NaN	8463866.00	407.49	11977169.00	0.00	31.43	1013.96	1015.25	0.58	2.30	139.15	11.00	-55.75	9.92	9.91	9.93	0.62	6.19	25.12	23.20	0.28	17.591	46.291	109.5	10.43	7.756	64.1	-38.583	NaN	NaN	NaN	-0.017	0.0	16.9276
EQU	0	04/09/09	04:04:23	04:04:27	-34.1214	15.7880	17.63	NaN	8476240.00	399.87	12161315.00	0.00	31.43	1014.03	1015.12	0.15	2.29	133.54	11.00	-55.74	9.92	9.91	9.93	0.62	6.19	25.12	23.09	0.25	17.589	46.291	109.4	10.42	7.756	64.1	-38.583	NaN	NaN	NaN	-0.025	0.0	16.9239
EQU	0	04/09/09	04:05:36	04:05:40	-34.1217	15.7837	17.63	NaN	8442066.00	399.22	12021946.00	0.00	31.43	1014.11	1015.14	0.14	2.30	112.80	11.00	-55.74	9.92	9.91	9.93	0.62	6.19	25.12	23.20	0.34	17.586	46.286	109.4	10.43	7.756	64.0	-38.583	NaN	NaN	NaN	-0.023	0.0	16.9245
EQU	0	04/09/09	04:06:50	04:06:54	-34.1223	15.7792	17.62	NaN	8488634.00	402.78	12007589.00	0.00	31.43	1014.02	1015.12	0.24	2.30	113.77	11.00	-55.74	9.92	9.91	9.93	0.62	6.19	25.06	23.20	0.28	17.585	46.288	109.4	10.43	7.756	63.9	-38.583	NaN	NaN	NaN	-0.027	0.0	16.9282
EQU	0	04/09/09	04:08:03	04:08:07	-34.1226	15.7749	17.63	NaN	8391182.00	404.28	12279228.00	0.00	31.43	1013.98	1014.81	-0.43	2.30	112.16	11.00	-55.74	9.92	9.91	9.93	0.62	6.19	25.12	23.20	0.35	17.595	46.299	109.4	10.42	7.756	64.0	-38.583	NaN	NaN	NaN	-0.021	0.0	16.9348
EQU	0	04/09/09	04:09:16	04:09:20	-34.1231	15.7706	17.63	NaN	8490835.00	406.93	12092210.00	0.00	31.43	1014.01	1015.05	-0.65	2.31	110.82	11.00	-55.74	9.92	9.91	9.93	0.62	6.19	25.12	23.20	0.34	17.593	46.298	109.4	10.42	7.756	63.9	-38.583	NaN	NaN	NaN	-0.023	0.0	16.9362
EQU	0	04/09/09	04:10:29	04:10:33	-34.1236	15.7663	17.63	NaN	8402996.00	406.41	12117826.00	0.00	31.43	1014.10	1015.11	0.49	2.31	117.77	11.00	-55.74	9.92	9.91	9.93	0.62	6.19	25.12	23.20	0.28	17.598	46.304	109.4	10.42	7.756	63.8	-38.583	NaN	NaN	NaN	-0.023	0.0	16.9389
EQU	0	04/09/09	04:11:43	04:11:47	-34.1241	15.7619	17.64	NaN	8480740.00	408.73	11959298.00	0.00	31.44	1014.06	1015.37	0.55	2.29	138.18	11.00	-55.74	9.92	9.91	9.93	0.62	6.25	25.12	23.20	0.32	17.601	46.305	109.4	10.42	7.756	63.8	-38.583	NaN	NaN	NaN	-0.024	0.0	16.9423
EQU	0	04/09/09	04:12:56	04:13:00	-34.1245	15.7575	17.64	NaN	8357034.00	408.70	12085009.00	0.00	31.43	1014.20	1015.37	0.43	2.30	116.38	11.00	-55.74	9.92	9.91	9.93	0.62	6.19	25.12	23.20	0.27	17.599	46.303	109.4	10.42	7.756	63.8	-38.583	NaN	NaN	NaN	-0.023	0.0	16.9398
EQU	0	04/09/09	04:14:09	04:14:13	-34.1250	15.7533	17.64	NaN	8537629.00	407.76	12017273.00	0.00	31.43	1014.03	1015.33	0.32	2.30	139.30	11.00	-55.74	9.92	9.91	9.93	0.62	6.19	25.06	23.20	0.29	17.605	46.310	109.4	10.42	7.756	63.9	-38.583	NaN	NaN	NaN	-0.021	0.0	16.9421
EQU	0	04/09/09	04:15:22	04:15:26	-34.1255	15.7491	17.64	NaN	8449419.00	406.97	12260227.00	0.00	31.44	1014.03	1015.10	-0.55	2.30	111.65	11.00	-55.75	9.92	9.90	9.93	0.62	6.19	25.06	23.20	0.30	17.601	46.306	109.3	10.41	7.756	64.0	-38.583	NaN	NaN	NaN	-0.017	0.0	16.9413
EQU	0	04/09/09	04:16:36	04:16:40	-34.1260	15.7447	17.65	NaN	8554886.00	406.22	11956192.00	0.00	31.43	1013.84	1015.23	0.35	2.29	114.62	11.00	-55.74	9.92	9.91	9.93	0.62	6.19	25.06	23.20	0.33	17.606	46.310	109.4	10.41	7.756	63.9	-38.583	NaN	NaN	NaN	-0.024	0.0	16.9409
EQU	0	04/09/09	04:17:49	04:17:53	-34.1264	15.7403	17.64	NaN	8520665.00	409.04	11941439.00	0.00	31.43	1013.94	1015.29	-0.31	2.30	136.10	11.00	-55.74	9.92	9.90	9.93	0.62	6.19	25.06	23.20	0.33	17.603	46.306	109.4	10.42	7.756	63.8	-38.583	NaN	NaN	NaN	-0.020	0.0	16.9482
EQU	0	04/09/09	04:19:02	04:19:06	-34.1269	15.7360	17.64	NaN	8346251.00	408.71	12232489.00	0.00	31.43	1014.01	1014.87	-0.64	2.28	111.39	11.00	-55.73	9.92	9.91	9.93	0.62	6.19	25.06	23.20	0.31	17.601	46.305	109.4	10.42	7.756	63.9	-38.583	NaN	NaN	NaN	-0.022	0.0	16.9368
EQU	0	04/09/09	04:20:15	04:20:19	-34.1273	15.7318	17.65	NaN	8438826.00	408.26	12245631.00	0.00	31.43	1014.04	1014.96	-0.49	2.31	116.58	11.00	-55.73	9.92	9.91	9.93	0.62	6.19	25.06	23.20	0.26	17.605	46.309	109.4	10.42	7.756	63.9	-38.583	NaN	NaN	NaN	-0.023	0.0	16.9514
EQU	0	04/09/09	04:21:28	04:21:33	-34.1277	15.7274	17.64	NaN	8429441.00	409.06	12171526.00	0.00	31.43	1014.03	1014.92	0.50	2.30	119.77	11.00	-55.73	9.92	9.91	9.93	0.62	6.25	25.06	23.20	0.35	17.606	46.311	109.4	10.42	7.756	63.9	-38.583	NaN	NaN	NaN	-0.023	0.0	16.9331
EQU-DRAIN	0	04/09/09	04:22:42	04:22:46	-34.1283	15.7232	17.65	NaN	8539320.00	408.56	12054616.00	0.00	31.43	1014.06	1015.21	0.16	2.30	142.09	11.00	-55.73	9.92	9.91	9.93	0.62	6.19	25.06	23.20	0.39	17.611	46.315	109.3	10.41	7.756	63.9	-38.583	NaN	NaN	NaN	-0.027	0.0	16.9398
EQU	0	04/09/09	04:24:17	04:24:21	-34.1289	15.7177	17.64	NaN	8552459.00	397.51	11947385.00	0.00	31.43	1014.08	1015.32	0.05	2.29	112.48	11.00	-55.73	9.92	9.91	9.93	0.62	6.19	25.06	23.20	0.30	17.604	46.308	109.4	10.42	7.756	64.0	-38.583	NaN	NaN	NaN	-0.021	0.0	16.9410
EQU	0	04/09/09	04:25:30	04:25:34	-34.1294	15.7135	17.65	NaN	8563209.00	384.09	12044887.00	0.00	31.43	1014.20	1015.56	1.19	2.29	126.70	11.00	-55.73	9.92	9.91	9.93	0.62	6.25	25.06	23.20	0.31	17.610	46.315	109.4	10.42	7.756	63.9	-38.583	NaN	NaN	NaN	-0.020	0.0	16.9451
EQU	0	04/09/09	04:26:43	04:26:48	-34.1299	15.7091	17.65	NaN	8637355.00	381.28	12020147.00	0.00	31.43	1013.95	1015.25	0.88	2.30	142.24	11.00	-55.73	9.92	9.91	9.93	0.62	6.19	25.06	23.20	0.32	17.608	46.312	109.5	10.42	7.756	64.0	-38.583	NaN	NaN	NaN	-0.020	0.0	16.9482
EQU	0	04/09/09	04:27:57	04:28:01	-34.1303	15.7047	17.65	NaN	8494590.00	380.02	12226272.00	0.00	31.44	1014.15	1015.22	0.02	2.30	122.01	11.00	-55.73	9.92	9.91	9.93	0.62	6.19	25.06	23.20	0.31	17.610	46.312	109.4	10.42	7.756	64.1	-38.583	NaN	NaN	NaN	-0.019	0.0	16.9380
EQU	0	04/09/09	04:29:10	04:29:14	-34.1307	15.7004	17.65	NaN	8479169.00	379.15	12130687.00	0.00	31.43	1014.20	1015.26	1.23	2.28	132.45	11.00	-55.74	9.92	9.91	9.93	0.62	6.19	25.06	23.20	0.29	17.606	46.311	109.5	10.43	7.756	64.2	-38.583	NaN	NaN	NaN	-0.018	0.0	16.9493
EQU	0	04/09/09	04:30:23	04:30:27	-34.1312	15.6961	17.64	NaN	8633257.00	378.97	11951604.00	0.00	31.43	1014.12	1015.47	0.19	2.28	111.78	11.00	-55.74	9.92	9.91	9.93	0.62	6.19	25.06	23.20	0.34	17.605	46.309	109.5	10.43	7.757	64.3	-38.583	NaN	NaN	NaN	-0.019	0.0	16.9404
EQU	0	04/09/09	04:31:36	04:31:41	-34.1316	15.6918	17.65	NaN	8601449.00	378.51	11987350.00	0.00	31.44	1014.14	1015.47	1.14	2.28	136.32	11.00	-55.74	9.92	9.91	9.93	0.62	6.25	25.06	23.20	0.29	17.606	46.311	109.5	10.43	7.756	64.2	-38.583	NaN	NaN	NaN	-0.015	0.0	16.9421
EQU	0	04/09/09	04:32:50	04:32:54	-34.1321	15.6875	17.65	NaN	8576969.00	378.58	12005445.00	0.00	31.43	1014.30	1015.63	0.37	2.30	118.97	11.00	-55.74	9.92	9.91	9.93	0.62	6.19	25.06	23.20	0.29	17.603	46.308	109.6	10.43	7.757	64.3	-38.583	NaN	NaN	NaN	-0.013	0.0	16.9425
EQU	0	04/09/09	04:34:03	04:34:07	-34.1326	15.6832	17.65	NaN	8539819.00	378.21	11986636.00	0.00	31.43	1014.10	1015.30	0.00	2.29	118.77	11.00	-55.74	9.92	9.91	9.93	0.62	6.19	25.06	23.20	0.33	17.607	46.312	109.5	10.43	7.757	64.4	-38.583	NaN	NaN	NaN	-0.019	0.0	16.9388
EQU	0	04/09/09	04:35:16	04:35:20	-34.1330	15.6790	17.65	NaN	8492258.00	378.13	12162604.00	0.00	31.43	1014.13	1014.99	0.58	2.31	140.35	11.00	-55.74	9.92	9.91	9.93	0.62	6.19	25.06	23.20	0.34	17.605	46.311	109.5	10.43	7.757	64.5	-38.583	NaN	NaN	NaN	-0.019	0.0	16.9495
EQU	0	04/09/09	04:36:29	04:36:33	-34.1334	15.6748	17.65	NaN	8494978.00	378.44	12106464.00	0.00	31.43	1014.19	1015.19	1.26	2.30	127.33	11.00	-55.73	9.92	9.91	9.93	0.62	6.19	25.06	23.20	0.28	17.609	46.313	109.6	10.43	7.757	64.3	-38.583	NaN	NaN	NaN	-0.019	0.0	16.9499
EQU	0	04/09/09	04:37:43	04:37:47	-34.1337	15.6705	17.65	NaN	8488081.00	379.11	12191046.00	0.00	31.43	1014.35	1015.39	0.07	2.28	113.97	11.00	-55.73	9.92	9.91	9.93	0.62	6.19	25.06	23.20	0.25	17.612	46.318	109.6	10.43	7.757	64.1	-38.583	NaN	NaN	NaN	-0.015	0.0	16.9688
EQU	0	04/09/09	04:38:56	04:39:00	-34.1342	15.6665	17.65	NaN	8552612.00	380.02	11976103.00	0.00	31.43	1014.36	1015.58	0.23	2.30	113.58	11.00	-55.73	9.92	9.90	9.93	0.62	6.19	25.06	23.20	0.29	17.616	46.321	109.6	10.43	7.757	63.9	-38.583	NaN	NaN	NaN	-0.018	0.0	16.9595
EQU	0	04/09/09	04:40:09	04:40:13	-34.1346	15.6624	17.66	NaN	8570446.00	378.85	11998231.00	0.00	31.43	1014.30	1015.54	1.16	2.30	142.78	11.00	-55.73	9.92	9.91	9.93	0.62	6.19	25.06	23.09	0.33	17.627	46.333	109.5	10.43	7.756	63.7	-38.583	NaN	NaN	NaN	-0.015	0.0	16.9738
EQU	0	04/09/09	04:41:22	04:41:27	-34.1351	15.6581	17.66	NaN	8570118.00	378.07	12002842.00	0.00	31.43	1014.30	1015.61	1.05	2.31	120.11	11.00	-55.73	9.92	9.91	9.93	0.62	6.19	25.06	23.09	0.30	17.629	46.339	109.6	10.43	7.756	63.7	-38.583	NaN	NaN	NaN	-0.016	0.0	16.9918
EQU	0	04/09/09	04:42:36	04:42:40	-34.1354	15.6538	17.68	NaN	8543707.00	378.53	12086392.00	0.00	31.43	1014.17	1015.38	0.29	2.32	114.10	11.00	-55.73	9.92	9.91	9.93	0.62	6.19	25.12	23.09	0.27	17.646	46.357	109.5	10.42	7.756	63.9	-38.583	NaN	NaN	NaN	-0.017	0.0	16.9948
EQU-DRAIN	0	04/09/09	04:43:49	04:43:53	-34.1359	15.6496	17.69	NaN	8576072.00	380.00	11899967.00	0.00	31.43	1014.19	1015.53	0.07	2.33	110.38	11.00	-55.73	9.92	9.91	9.93	0.62	6.19	25.12	23.09	0.29	17.649	46.357	109.5	10.42	7.756	64.1	-38.583	NaN	NaN	NaN	-0.019	0.0	17.0078
EQU	0	04/09/09	04:45:24	04:45:28	-34.1364	15.6440	17.70	NaN	8445270.00	374.31	12291358.00	0.00	31.43	1014.19	1014.93	1.01	2.30	120.18	11.00	-55.74	9.92	9.91	9.93	0.62	6.19	25.06	23.09	0.31	17.664	46.378	109.4	10.41	7.756	64.2	-38.583	NaN	NaN	NaN	-0.023	0.0	17.0097
EQU	0	04/09/09	04:46:37	04:46:41	-34.1369	15.6398	17.71	NaN	8563614.00	390.79	12067205.00	0.00	31.43	1014.20	1015.43	-0.35	2.31	117.04	11.00	-55.74	9.92	9.91	9.93	0.62	6.19	25.06	22.99	0.27	17.670	46.384	109.4	10.40	7.756	64.0	-38.583	NaN	NaN	NaN	-0.023	0.0	17.0277
EQU	0	04/09/09	04:47:51	04:47:55	-34.1372	15.6355	17.71	NaN	8535181.00	398.96	11996790.00	0.00	31.43	1014.11	1015.41	-0.52	2.30	110.38	11.00	-55.74	9.92	9.91	9.93	0.62	6.19	25.12	22.99	0.30	17.676	46.392	109.4	10.40	7.756	63.9	-38.583	NaN	NaN	NaN	-0.022	0.0	17.0253
EQU	0	04/09/09	04:49:04	04:49:09	-34.1377	15.6312	17.72	NaN	8483373.00	404.17	12226598.00	0.00	31.43	1014.18	1015.20	-0.37	2.30	110.25	11.00	-55.75	9.92	9.91	9.93	0.62	6.19	25.12	22.99	0.31	17.686	46.401	109.3	10.39	7.756	63.7	-38.583	NaN	NaN	NaN	-0.024	0.0	17.0368
EQU	0	04/09/09	04:50:18	04:50:22	-34.1380	15.6270	17.72	NaN	8402119.00	406.66	12118587.00	0.00	31.43	1014.36	1015.33	-0.60	2.30	115.79	11.00	-55.74	9.92	9.91	9.93	0.62	6.19	25.12	22.99	0.29	17.688	46.404	109.3	10.40	7.755	63.8	-38.583	NaN	NaN	NaN	-0.025	0.0	17.0332
EQU	0	04/09/09	04:51:31	04:51:35	-34.1385	15.6228	17.73	NaN	8425354.00	407.88	12114498.00	0.00	31.43	1014.41	1015.43	0.49	2.31	143.08	11.00	-55.74	9.92	9.91	9.93	0.62	6.19	25.12	22.99	0.34	17.698	46.414	109.3	10.39	7.755	63.8	-38.583	NaN	NaN	NaN	-0.028	0.0	17.0303
EQU	0	04/09/09	04:52:44	04:52:48	-34.1389	15.6186	17.73	NaN	8421419.00	412.03	11984412.00	0.00	31.43	1014.31	1015.31	-0.70	2.30	110.69	11.00	-55.75	9.92	9.91	9.93	0.62	6.19	25.12	22.99	0.27	17.694	46.413	109.3	10.39	7.755	63.8	-38.583	NaN	NaN	NaN	-0.029	0.0	17.0440
EQU	0	04/09/09	04:53:57	04:54:02	-34.1392	15.6143	17.74	NaN	8443014.00	410.31	11996992.00	0.00	31.43	1014.43	1015.58	-0.09	2.31	123.17	11.00	-55.74	9.92	9.91	9.93	0.62	6.19	25.12	22.89	0.27	17.699	46.418	109.2	10.38	7.755	63.7	-38.583	NaN	NaN	NaN	-0.036	0.0	17.0396
EQU	0	04/09/09	04:55:11	04:55:15	-34.1396	15.6101	17.74	NaN	8588010.00	410.16	11916536.00	0.00	31.43	1014.34	1015.63	-0.37	2.29	111.33	11.00	-55.74	9.92	9.91	9.93	0.62	6.25	25.06	22.89	0.34	17.703	46.421	109.1	10.37	7.755	63.6	-38.583	NaN	NaN	NaN	-0.035	0.0	17.0435
EQU	0	04/09/09	04:56:24	04:56:28	-34.1400	15.6059	17.74	NaN	8581626.00	410.55	11983564.00	0.00	31.43	1014.30	1015.53	-0.65	2.31	116.78	11.00	-55.74	9.92	9.91	9.93	0.62	6.19	25.06	22.89	0.33	17.703	46.421	109.1	10.37	7.755	63.4	-38.583	NaN	NaN	NaN	-0.031	0.0	17.0437
EQU	0	04/09/09	04:57:38	04:57:42	-34.1405	15.6017	17.74	NaN	8504830.00	413.01	11964443.00	0.00	31.43	1014.43	1015.73	0.11	2.31	116.25	11.00	-55.74	9.92	9.90	9.93	0.62	6.19	25.06	22.89	0.29	17.706	46.425	109.1	10.36	7.755	63.4	-38.583	NaN	NaN	NaN	-0.033	0.0	17.0504
EQU	0	04/09/09	04:58:50	04:58:55	-34.1408	15.5974	17.74	NaN	8377456.00	412.40	12259821.00	0.00	31.43	1014.41	1015.36	0.64	2.28	123.92	11.00	-55.73	9.92	9.90	9.93	0.62	6.19	25.12	22.89	0.30	17.707	46.427	109.0	10.36	7.755	63.4	-38.583	NaN	NaN	NaN	-	0.0	17.0437
EQU	0	04/09/09	05:00:04	05:00:08	-34.1412	15.5932	17.75	NaN	8413727.00	413.58	12137125.00	0.00	31.43	1014.39	1015.47	-0.46	2.30	111.07	11.00	-55.73	9.92	9.91	9.93	0.62	6.19	25.06	22.79	0.30	17.712	46.431	109.0	10.35	7.756	63.4	-38.583	NaN	NaN	NaN	-0.037	0.0	17.0460
EQU	0	04/09/09	05:01:17	05:01:21	-34.1417	15.5888	17.75	NaN	8358832.00	413.63	12150224.00	0.00	31.42	1014.48	1015.60	-0.46	2.29	126.63	11.00	-55.73	9.92	9.91	9.93	0.62	6.19	25.06	22.79	0.28	17.712	46.429	109.0	10.36	7.755	63.5	-38.583	NaN	NaN	NaN	-0.038	0.0	17.0582
EQU	0	04/09/09	05:02:31	05:02:35	-34.1420	15.5844	17.75	NaN	8383809.00	414.92	12158651.00	0.00	31.42	1014.43	1015.43	0.49	2.30	129.30	11.00	-55.74	9.92	9.91	9.93	0.62	6.19	25.12	22.79	0.31	17.712	46.431	108.9	10.35	7.755	63.8	-38.583	NaN	NaN	NaN	-0.044	0.0	17.0466
EQU-DRAIN	0	04/09/09	05:03:44	05:03:48	-34.1424	15.5801	17.75	NaN	8392327.00	415.61	11952956.00	0.00	31.43	1014.66	1015.90	-0.30	2.30	134.56	11.00	-55.74	9.92	9.90	9.93	0.62	6.19	25.06	22.79	0.27	17.715	46.434	109.0	10.35	7.755	63.9	-38.583	NaN	NaN	NaN	-0.046	0.0	17.0614
EQU	0	04/09/09	05:05:19	05:05:24	-34.1430	15.5745	17.75	NaN	8460613.00	404.21	12041154.00	0.00	31.43	1014.54	1015.80	-0.36	2.31	125.44	11.00	-55.74	9.92	9.90	9.93	0.62	6.19	25.06	22.79	0.29	17.716	46.435	108.9	10.35	7.755	64.1	-38.583	NaN	NaN	NaN	-0.050	0.0	17.0540
EQU	0	04/09/09	05:06:33	05:06:38	-34.1434	15.5701	17.75	NaN	8518613.00	404.74	11938622.00	0.00	31.43	1014.53	1015.82	0.49	2.30	141.56	11.00	-55.74	9.92	9.91	9.93	0.62	6.19	25.06	22.79	0.30	17.717	46.435	108.9	10.35	7.754	64.1	-38.583	NaN	NaN	NaN	-0.047	0.0	17.0572
EQU	0	04/09/09	05:07:47	05:07:51	-34.1439	15.5659	17.76	NaN	8579197.00	410.26	11815438.00	0.00	31.43	1014.65	1016.05	0.72	2.29	136.91	11.00	-55.73	9.92	9.90	9.93	0.62	6.19	25.06	22.79	0.36	17.717	46.438	108.9	10.35	7.754	64.2	-38.583	NaN	NaN	NaN	-0.049	0.0	17.0526
EQU	0	04/09/09	05:09:00	05:09:04	-34.1444	15.5617	17.76	NaN	8474205.00	413.14	11993070.00	0.00	31.43	1014.82	1016.09	0.75	2.29	131.16	11.00	-55.74	9.92	9.90	9.93	0.62	6.19	25.06	22.69	0.36	17.722	46.442	108.9	10.34	7.754	64.3	-38.583	NaN	NaN	NaN	-0.050	0.0	17.0529
EQU	0	04/09/09	05:10:13	05:10:17	-34.1448	15.5574	17.76	NaN	8593820.00	412.92	11934653.00	0.00	31.43	1014.72	1016.14	-0.11	2.30	115.60	11.00	-55.74	9.92	9.90	9.93	0.62	6.19	25.06	22.69	0.34	17.719	46.438	108.9	10.35	7.754	64.4	-38.583	NaN	NaN	NaN	-0.051	0.0	17.0550
EQU	0	04/09/09	05:11:26	05:11:31	-34.1452	15.5532	17.76	NaN	8496965.00	413.16	12038823.00	0.00	31.43	1014.71	1015.93	-0.58	2.30	111.46	11.00	-55.74	9.92	9.90	9.93	0.62	6.19	25.06	22.69	0.33	17.723	46.442	108.8	10.34	7.754	64.5	-38.583	NaN	NaN	NaN	-0.051	0.0	17.0523
EQU	0	04/09/09	05:12:40	05:12:44	-34.1457	15.5490	17.76	NaN	8425251.00	413.33	12128257.00	0.00	31.43	1014.92	1016.13	0.46	2.30	118.50	11.00	-55.75	9.92	9.90	9.93	0.62	6.19	25.12	22.69	0.32	17.720	46.440	108.8	10.33	7.754	64.6	-38.583	NaN	NaN	NaN	-0.047	0.0	17.0666
EQU	0	04/09/09	05:13:53	05:13:57	-34.1460	15.5446	17.76	NaN	8379277.00	413.07	12080479.00	0.00	31.43	1014.88	1015.89	0.60	2.31	139.45	11.00	-55.74	9.92	9.90	9.93	0.62	6.19	25.12	22.69	0.26	17.718	46.438	108.8	10.33	7.754	64.7	-38.583	NaN	NaN	NaN	-0.049	0.0	17.0615
EQU	0	04/09/09	05:15:06	05:15:10	-34.1465	15.5405	17.76	NaN	8446593.00	414.65	11993155.00	0.00	31.43	1014.84	1016.06	0.58	2.29	119.84	11.00	-55.75	9.92	9.90	9.93	0.62	6.19	25.06	22.59	0.31	17.728	46.449	108.8	10.33	7.754	64.9	-38.583	NaN	NaN	NaN	-0.049	0.0	17.0641
EQU	0	04/09/09	05:16:19	05:16:24	-34.1470	15.5362	17.76	NaN	8446863.00	414.48	12025659.00	0.00	31.43	1014.80	1015.95	-0.32	2.30	126.70	11.00	-55.75	9.92	9.90	9.93	0.62	6.19	25.06	22.59	0.31	17.726	46.447	108.7	10.33	7.754	65.0	-38.583	NaN	NaN	NaN	-0.048	0.0	17.0653
EQU	0	04/09/09	05:17:32	05:17:37	-34.1474	15.5320	17.77	NaN	8478311.00	414.62	12017093.00	0.00	31.43	1014.71	1016.06	0.65	2.30	129.23	11.00	-55.75	9.92	9.90	9.93	0.62	6.19	25.06	22.59	0.33	17.733	46.454	108.7	10.33	7.754	65.1	-38.583	NaN	NaN	NaN	-0.053	0.0	17.0630
EQU	0	04/09/09	05:18:46	05:18:50	-34.1478	15.5277	17.77	NaN	8383110.00	417.38	12299558.00	0.00	31.43	1014.72	1015.86	0.76	2.29	121.94	11.00	-55.75	9.92	9.90	9.93	0.62	6.19	25.06	22.59	0.34	17.728	46.449	108.7	10.32	7.754	65.3	-38.583	NaN	NaN	NaN	-0.054	0.0	17.0588
SHUT DOWN	0	04/09/09	05:19:04	05:19:09	-34.1479	15.5266
